Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        3     0.00     0.00  int cl::Kernel::setArg<cl::Buffer>(unsigned int, cl::Buffer)
  0.00      0.00     0.00        3     0.00     0.00  cl::Memory::Memory(cl::Memory const&)
  0.00      0.00     0.00        3     0.00     0.00  cl::Memory::operator=(cl::Memory const&)
  0.00      0.00     0.00        3     0.00     0.00  cl::detail::KernelArgumentHandler<cl::Buffer>::ptr(cl::Buffer&)
  0.00      0.00     0.00        3     0.00     0.00  cl::detail::KernelArgumentHandler<cl::Buffer>::size(cl::Buffer const&)
  0.00      0.00     0.00        3     0.00     0.00  cl::detail::Wrapper<_cl_mem*>::Wrapper(cl::detail::Wrapper<_cl_mem*> const&)
  0.00      0.00     0.00        3     0.00     0.00  cl::detail::Wrapper<_cl_mem*>::operator=(cl::detail::Wrapper<_cl_mem*> const&)
  0.00      0.00     0.00        3     0.00     0.00  cl::size_t<3>::size_t()
  0.00      0.00     0.00        3     0.00     0.00  cl::detail::Wrapper<_cl_device_id*>::operator()() const
  0.00      0.00     0.00        3     0.00     0.00  cl::NDRange::dimensions() const
  0.00      0.00     0.00        3     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::size() const
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_M_get_Tp_allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::operator[](unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  cl::Device::~Device()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>::operator()(unsigned int, unsigned long, void*, unsigned long*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::GetInfoFunctor1<int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program*, _cl_device_id*>::operator()(unsigned int, unsigned long, void*, unsigned long*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::ReferenceHandler<_cl_program*>::release(_cl_program*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::ReferenceHandler<_cl_device_id*>::retain(_cl_device_id*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::ReferenceHandler<_cl_device_id*>::release(_cl_device_id*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_context*>::Wrapper()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_context*>::~Wrapper()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_program*>::Wrapper()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_program*>::~Wrapper()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_device_id*>::isReferenceCountable(_cl_device_id*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_device_id*>::~Wrapper()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_command_queue*>::Wrapper()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_command_queue*>::~Wrapper()
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::getVersion(char const*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::getPlatformVersion(_cl_platform_id*)
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::getDevicePlatformVersion(_cl_device_id*)
  0.00      0.00     0.00        2     0.00     0.00  cl::size_t<3>::operator[](int)
  0.00      0.00     0.00        2     0.00     0.00  cl::NDRange::NDRange(unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  cl::Program::~Program()
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<cl::Device>::deallocate(cl::Device*, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<cl::Device>::allocate(unsigned long, void const*)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<cl::Device>::new_allocator()
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<cl::Device>::~new_allocator()
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::~new_allocator()
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >::__normal_iterator(cl::Device const* const&)
  0.00      0.00     0.00        2     0.00     0.00  bool __gnu_cxx::operator!=<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >(__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > > const&, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > > const&)
  0.00      0.00     0.00        2     0.00     0.00  cl::CommandQueue::enqueueReadBuffer(cl::Buffer const&, unsigned int, unsigned long, unsigned long, void*, std::vector<cl::Event, std::allocator<cl::Event> > const*, cl::Event*) const
  0.00      0.00     0.00        2     0.00     0.00  cl::CommandQueue::enqueueWriteBuffer(cl::Buffer const&, unsigned int, unsigned long, unsigned long, void const*, std::vector<cl::Event, std::allocator<cl::Event> > const*, cl::Event*) const
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_program*>::release() const
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_device_id*>::retain() const
  0.00      0.00     0.00        2     0.00     0.00  cl::detail::Wrapper<_cl_device_id*>::release() const
  0.00      0.00     0.00        2     0.00     0.00  cl::size_t<3>::operator unsigned long const*() const
  0.00      0.00     0.00        2     0.00     0.00  cl::NDRange::operator unsigned long const*() const
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<cl::Device>::max_size() const
  0.00      0.00     0.00        2     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::capacity() const
  0.00      0.00     0.00        2     0.00     0.00  std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::operator[](unsigned long) const
  0.00      0.00     0.00        2     0.00     0.00  std::allocator<cl::Device>::allocator()
  0.00      0.00     0.00        2     0.00     0.00  std::allocator<cl::Device>::~allocator()
  0.00      0.00     0.00        2     0.00     0.00  std::allocator<std::pair<char const*, unsigned long> >::~allocator()
  0.00      0.00     0.00        2     0.00     0.00  void std::_Destroy_aux<false>::__destroy<cl::Platform*>(cl::Platform*, cl::Platform*)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_M_allocate(unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_base()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<cl::Device, std::allocator<cl::Device> >::~_Vector_base()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_M_deallocate(cl::Platform*, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_M_get_Tp_allocator()
  0.00      0.00     0.00        2     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::vector()
  0.00      0.00     0.00        2     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::~vector()
  0.00      0.00     0.00        2     0.00     0.00  cl::Platform* std::__addressof<cl::Platform>(cl::Platform&)
  0.00      0.00     0.00        2     0.00     0.00  void std::_Destroy<cl::Device>(cl::Device*)
  0.00      0.00     0.00        2     0.00     0.00  void std::_Destroy<cl::Platform*>(cl::Platform*, cl::Platform*)
  0.00      0.00     0.00        2     0.00     0.00  void std::_Destroy<cl::Platform*, cl::Platform>(cl::Platform*, cl::Platform*, std::allocator<cl::Platform>&)
  0.00      0.00     0.00        2     0.00     0.00  std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  cl::CommandQueue::CommandQueue(cl::Context const&, cl::Device const&, unsigned long, int*)
  0.00      0.00     0.00        1     0.00     0.00  cl::CommandQueue::CommandQueue()
  0.00      0.00     0.00        1     0.00     0.00  cl::CommandQueue::~CommandQueue()
  0.00      0.00     0.00        1     0.00     0.00  cl::Event::Event()
  0.00      0.00     0.00        1     0.00     0.00  cl::Event::~Event()
  0.00      0.00     0.00        1     0.00     0.00  cl::Event::operator=(_cl_event* const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::Image::Image()
  0.00      0.00     0.00        1     0.00     0.00  cl::Image::~Image()
  0.00      0.00     0.00        1     0.00     0.00  cl::Local(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  cl::Device::Device(cl::Device const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::Device::Device(_cl_device_id* const&)
  0.00      0.00     0.00        1     0.00     0.00  int cl::Kernel::setArg<cl::LocalSpaceArg>(unsigned int, cl::LocalSpaceArg)
  0.00      0.00     0.00        1     0.00     0.00  int cl::Kernel::setArg<unsigned int>(unsigned int, unsigned int)
  0.00      0.00     0.00        1     0.00     0.00  cl::Kernel::Kernel(cl::Program const&, char const*, int*)
  0.00      0.00     0.00        1     0.00     0.00  cl::Kernel::~Kernel()
  0.00      0.00     0.00        1     0.00     0.00  int cl::detail::getInfoHelper<cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, cl::Device>(cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, unsigned int, std::vector<cl::Device, std::allocator<cl::Device> >*, int, cl::Device::cl_type)
  0.00      0.00     0.00        1     0.00     0.00  int cl::detail::getInfoHelper<cl::detail::GetInfoFunctor1<int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program*, _cl_device_id*> >(cl::detail::GetInfoFunctor1<int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program*, _cl_device_id*>, unsigned int, std::string*, long)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::ReferenceHandler<_cl_kernel*>::release(_cl_kernel*)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::ReferenceHandler<_cl_context*>::release(_cl_context*)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::ReferenceHandler<_cl_program*>::retain(_cl_program*)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::ReferenceHandler<_cl_platform_id*>::release(_cl_platform_id*)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::ReferenceHandler<_cl_command_queue*>::release(_cl_command_queue*)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::ReferenceHandler<_cl_event*>::release(_cl_event*)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::KernelArgumentHandler<cl::LocalSpaceArg>::ptr(cl::LocalSpaceArg&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::KernelArgumentHandler<cl::LocalSpaceArg>::size(cl::LocalSpaceArg const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::KernelArgumentHandler<unsigned int>::ptr(unsigned int&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::KernelArgumentHandler<unsigned int>::size(unsigned int const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_kernel*>::Wrapper()
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_kernel*>::~Wrapper()
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_program*>::operator=(cl::detail::Wrapper<_cl_program*> const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_device_id*>::Wrapper(_cl_device_id* const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_device_id*>::Wrapper(cl::detail::Wrapper<_cl_device_id*> const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_platform_id*>::Wrapper(_cl_platform_id* const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_platform_id*>::~Wrapper()
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_platform_id*>::operator()()
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_event*>::Wrapper()
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_event*>::~Wrapper()
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_event*>::operator=(_cl_event* const&)
  0.00      0.00     0.00        1     0.00     0.00  int cl::detail::getInfo<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*, std::vector<cl::Device, std::allocator<cl::Device> > >(int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context* const&, unsigned int, std::vector<cl::Device, std::allocator<cl::Device> >*)
  0.00      0.00     0.00        1     0.00     0.00  int cl::detail::getInfo<int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program*, _cl_device_id*, std::string>(int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program* const&, _cl_device_id* const&, unsigned int, std::string*)
  0.00      0.00     0.00        1     0.00     0.00  cl::Context::Context(unsigned long, long*, void (*)(char const*, void const*, unsigned long, void*), void*, int*)
  0.00      0.00     0.00        1     0.00     0.00  cl::Context::Context()
  0.00      0.00     0.00        1     0.00     0.00  cl::Context::~Context()
  0.00      0.00     0.00        1     0.00     0.00  cl::Image2D::Image2D()
  0.00      0.00     0.00        1     0.00     0.00  cl::Image2D::~Image2D()
  0.00      0.00     0.00        1     0.00     0.00  cl::NDRange::NDRange()
  0.00      0.00     0.00        1     0.00     0.00  cl::Program::Program(cl::Context const&, std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > > const&, int*)
  0.00      0.00     0.00        1     0.00     0.00  cl::Program::Program()
  0.00      0.00     0.00        1     0.00     0.00  cl::Program::operator=(cl::Program const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::Platform::get(std::vector<cl::Platform, std::allocator<cl::Platform> >*)
  0.00      0.00     0.00        1     0.00     0.00  cl::Platform::Platform(_cl_platform_id* const&)
  0.00      0.00     0.00        1     0.00     0.00  cl::Platform::~Platform()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cl::Platform>::deallocate(cl::Platform*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cl::Platform>::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cl::Platform>::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cl::Platform>::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::deallocate(std::pair<char const*, unsigned long>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::new_allocator(__gnu_cxx::new_allocator<std::pair<char const*, unsigned long> > const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >::operator++()
  0.00      0.00     0.00        1     0.00     0.00  cl::CommandQueue::enqueueNDRangeKernel(cl::Kernel const&, cl::NDRange const&, cl::NDRange const&, cl::NDRange const&, std::vector<cl::Event, std::allocator<cl::Event> > const*, cl::Event*) const
  0.00      0.00     0.00        1     0.00     0.00  cl::Event::wait() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_kernel*>::release() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_kernel*>::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_context*>::release() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_program*>::retain() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_program*>::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_platform_id*>::release() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_command_queue*>::release() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::Wrapper<_cl_event*>::release() const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::param_traits<cl::detail::cl_context_info, 4225>::param_type cl::Context::getInfo<4225>(int*) const
  0.00      0.00     0.00        1     0.00     0.00  int cl::Context::getInfo<std::vector<cl::Device, std::allocator<cl::Device> > >(unsigned int, std::vector<cl::Device, std::allocator<cl::Device> >*) const
  0.00      0.00     0.00        1     0.00     0.00  cl::detail::param_traits<cl::detail::cl_program_build_info, 4483>::param_type cl::Program::getBuildInfo<4483>(cl::Device const&, int*) const
  0.00      0.00     0.00        1     0.00     0.00  int cl::Program::getBuildInfo<std::string>(cl::Device const&, unsigned int, std::string*) const
  0.00      0.00     0.00        1     0.00     0.00  cl::Program::build(std::vector<cl::Device, std::allocator<cl::Device> > const&, char const*, void (*)(_cl_program*, void*), void*) const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<cl::Platform>::max_size() const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::max_size() const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >::operator*() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::end() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::begin() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::operator[](unsigned long) const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<cl::Platform, std::allocator<cl::Platform> >::size() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<cl::Platform, std::allocator<cl::Platform> >::capacity() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::size() const
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<cl::Platform>::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<cl::Platform>::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::pair<char const*, unsigned long> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::pair<char const*, unsigned long> >::allocator(std::allocator<std::pair<char const*, unsigned long> > const&)
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<std::pair<char const*, unsigned long>*>(std::pair<char const*, unsigned long>*, std::pair<char const*, unsigned long>*)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_M_allocate(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::~_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_M_allocate(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_Vector_impl::_Vector_impl(std::allocator<std::pair<char const*, unsigned long> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_M_deallocate(std::pair<char const*, unsigned long>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_M_create_storage(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_Vector_base(unsigned long, std::allocator<std::pair<char const*, unsigned long> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::~_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  cl::Device* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, cl::Device*>(__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, cl::Device*)
  0.00      0.00     0.00        1     0.00     0.00  cl::Device* std::__uninitialized_copy<false>::__uninit_copy<_cl_device_id**, cl::Device*>(_cl_device_id**, _cl_device_id**, cl::Device*)
  0.00      0.00     0.00        1     0.00     0.00  cl::Platform* std::__uninitialized_copy<false>::__uninit_copy<_cl_platform_id**, cl::Platform*>(_cl_platform_id**, _cl_platform_id**, cl::Platform*)
  0.00      0.00     0.00        1     0.00     0.00  void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::pair<char const*, unsigned long>*, unsigned long, std::pair<char const*, unsigned long> >(std::pair<char const*, unsigned long>*, unsigned long, std::pair<char const*, unsigned long> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::pair<char const*, unsigned long>::pair(char const* const&, unsigned long const&)
  0.00      0.00     0.00        1     0.00     0.00  void std::vector<cl::Device, std::allocator<cl::Device> >::_M_assign_aux<_cl_device_id**>(_cl_device_id**, _cl_device_id**, std::forward_iterator_tag)
  0.00      0.00     0.00        1     0.00     0.00  void std::vector<cl::Device, std::allocator<cl::Device> >::_M_assign_dispatch<_cl_device_id**>(_cl_device_id**, _cl_device_id**, std::__false_type)
  0.00      0.00     0.00        1     0.00     0.00  cl::Device* std::vector<cl::Device, std::allocator<cl::Device> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > > >(unsigned long, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >)
  0.00      0.00     0.00        1     0.00     0.00  cl::Device* std::vector<cl::Device, std::allocator<cl::Device> >::_M_allocate_and_copy<_cl_device_id**>(unsigned long, _cl_device_id**, _cl_device_id**)
  0.00      0.00     0.00        1     0.00     0.00  void std::vector<cl::Device, std::allocator<cl::Device> >::assign<_cl_device_id**>(_cl_device_id**, _cl_device_id**)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<cl::Device, std::allocator<cl::Device> >::operator=(std::vector<cl::Device, std::allocator<cl::Device> > const&)
  0.00      0.00     0.00        1     0.00     0.00  void std::vector<cl::Platform, std::allocator<cl::Platform> >::_M_assign_aux<_cl_platform_id**>(_cl_platform_id**, _cl_platform_id**, std::forward_iterator_tag)
